native-none,is,W,0,8,l2-rqsts-pf-hit,95677
native-none,is,W,1,8,l2-rqsts-pf-hit,94231
native-none,is,W,2,8,l2-rqsts-pf-hit,95458
native-none,is,W,3,8,l2-rqsts-pf-hit,105619
native-none,is,W,4,8,l2-rqsts-pf-hit,113356
native-none,is,W,5,8,l2-rqsts-pf-hit,115974
native-none,is,W,6,8,l2-rqsts-pf-hit,133402
native-none,is,W,7,8,l2-rqsts-pf-hit,138927
native-none,ep,A,0,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,ep,A,1,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,ep,A,2,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,ep,A,3,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,ua,A,0,1,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,is,W,0,2,l2-lines-out-useless-hwpf,0
native-none,is,W,1,2,l2-lines-out-useless-hwpf,0
native-none,ep,W,0,8,l2-rqsts-demand-data-rd-hit,88629
native-none,ep,W,1,8,l2-rqsts-demand-data-rd-hit,45154
native-none,ep,W,2,8,l2-rqsts-demand-data-rd-hit,70674
native-none,ep,W,3,8,l2-rqsts-demand-data-rd-hit,74948
native-none,ep,W,4,8,l2-rqsts-demand-data-rd-hit,74036
native-none,ep,W,5,8,l2-rqsts-demand-data-rd-hit,73648
native-none,ep,W,6,8,l2-rqsts-demand-data-rd-hit,74290
native-none,ep,W,7,8,l2-rqsts-demand-data-rd-hit,73203
native-none,cg,W,0,2,l2-lines-out-useless-pref,0
native-none,cg,W,1,2,l2-lines-out-useless-pref,0
native-none,cg,W,0,2,l2-lines-out-useless-hwpf,0
native-none,cg,W,1,2,l2-lines-out-useless-hwpf,0
native-none,mg,A,0,4,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,mg,A,1,4,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,mg,A,2,4,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,mg,A,3,4,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,lu,A,0,12,l2-rqsts-demand-data-rd-hit,14836212
native-none,lu,A,1,12,l2-rqsts-demand-data-rd-hit,15199515
