version,app,cpu,threads,metric,value
sniper-l1,cg,2,4,l2_rqsts-pf-hit,482689
sniper-l1,cg,2,4,l2_rqsts-pf-miss,4049335
sniper-l1,cg,2,4,l2-lines-out-useless-pref,3963046
sniper-l1,cg,3,4,instructions,2175402119
sniper-l1,cg,3,4,ipc,0.662855879733
sniper-l1,cg,3,4,cycles,3281862898
sniper-l1,cg,3,4,l2-rqsts-demand-data-rd-all,184746811
sniper-l1,cg,3,4,l2-rqsts-demand-data-rd-miss,38273277
sniper-l1,cg,3,4,l2-rqsts-demand-data-rd-hit,146473534
sniper-l1,cg,3,4,l2_rqsts-all-pf,4532784
sniper-l1,cg,3,4,l2_rqsts-pf-hit,571649
sniper-l1,cg,3,4,l2_rqsts-pf-miss,3961135
sniper-l1,cg,3,4,l2-lines-out-useless-pref,3865005
sniper-l1,cg,0,12,instructions,863904504
sniper-l1,cg,0,12,ipc,0.273326863058
sniper-l1,cg,0,12,cycles,3160701053
sniper-l1,cg,0,12,l2-rqsts-demand-data-rd-all,62106557
sniper-l1,cg,0,12,l2-rqsts-demand-data-rd-miss,13771291
sniper-l1,cg,0,12,l2-rqsts-demand-data-rd-hit,48335266
sniper-l1,cg,0,12,l2_rqsts-all-pf,1294522
sniper-l1,cg,0,12,l2_rqsts-pf-hit,257473
sniper-l1,cg,0,12,l2_rqsts-pf-miss,1037049
sniper-l1,cg,0,12,l2-lines-out-useless-pref,740429
sniper-l1,cg,1,12,instructions,784134218
sniper-l1,cg,1,12,ipc,0.248088686889
sniper-l1,cg,1,12,cycles,3160701230
sniper-l1,cg,1,12,l2-rqsts-demand-data-rd-all,62755471
sniper-l1,cg,1,12,l2-rqsts-demand-data-rd-miss,13939758
sniper-l1,cg,1,12,l2-rqsts-demand-data-rd-hit,48815713
sniper-l1,cg,1,12,l2_rqsts-all-pf,1497346
sniper-l1,cg,1,12,l2_rqsts-pf-hit,225488
sniper-l1,cg,1,12,l2_rqsts-pf-miss,1271858
sniper-l1,cg,1,12,l2-lines-out-useless-pref,974254
sniper-l1,cg,2,12,instructions,799181897
sniper-l1,cg,2,12,ipc,0.252849555488
sniper-l1,cg,2,12,cycles,3160701214
sniper-l1,cg,2,12,l2-rqsts-demand-data-rd-all,61876086
sniper-l1,cg,2,12,l2-rqsts-demand-data-rd-miss,13744734
sniper-l1,cg,2,12,l2-rqsts-demand-data-rd-hit,48131352
sniper-l1,cg,2,12,l2_rqsts-all-pf,1413080
sniper-l1,cg,2,12,l2_rqsts-pf-hit,235196
sniper-l1,cg,2,12,l2_rqsts-pf-miss,1177884
sniper-l1,cg,2,12,l2-lines-out-useless-pref,906994
sniper-l1,cg,3,12,instructions,867876460
sniper-l1,cg,3,12,ipc,0.274583524422
sniper-l1,cg,3,12,cycles,3160701144
sniper-l1,cg,3,12,l2-rqsts-demand-data-rd-all,60871113
sniper-l1,cg,3,12,l2-rqsts-demand-data-rd-miss,13577149
sniper-l1,cg,3,12,l2-rqsts-demand-data-rd-hit,47293964
sniper-l1,cg,3,12,l2_rqsts-all-pf,1590161
sniper-l1,cg,3,12,l2_rqsts-pf-hit,220111
sniper-l1,cg,3,12,l2_rqsts-pf-miss,1370050
sniper-l1,cg,3,12,l2-lines-out-useless-pref,1092489
sniper-l1,cg,4,12,instructions,811969548
sniper-l1,cg,4,12,ipc,0.256895383825
sniper-l1,cg,4,12,cycles,3160701200
sniper-l1,cg,4,12,l2-rqsts-demand-data-rd-all,61837009
sniper-l1,cg,4,12,l2-rqsts-demand-data-rd-miss,13734381
sniper-l1,cg,4,12,l2-rqsts-demand-data-rd-hit,48102628
sniper-l1,cg,4,12,l2_rqsts-all-pf,1571054
sniper-l1,cg,4,12,l2_rqsts-pf-hit,235232
sniper-l1,cg,4,12,l2_rqsts-pf-miss,1335822
sniper-l1,cg,4,12,l2-lines-out-useless-pref,1092204
sniper-l1,cg,5,12,instructions,849859481
sniper-l1,cg,5,12,ipc,0.268883211814
sniper-l1,cg,5,12,cycles,3160701165
sniper-l1,cg,5,12,l2-rqsts-demand-data-rd-all,61105506
sniper-l1,cg,5,12,l2-rqsts-demand-data-rd-miss,13596194
sniper-l1,cg,5,12,l2-rqsts-demand-data-rd-hit,47509312
sniper-l1,cg,5,12,l2_rqsts-all-pf,1742315
sniper-l1,cg,5,12,l2_rqsts-pf-hit,227465
sniper-l1,cg,5,12,l2_rqsts-pf-miss,1514850
sniper-l1,cg,5,12,l2-lines-out-useless-pref,1291103
sniper-l1,cg,6,12,instructions,803044139
sniper-l1,cg,6,12,ipc,0.254071513151
sniper-l1,cg,6,12,cycles,3160701209
sniper-l1,cg,6,12,l2-rqsts-demand-data-rd-all,62251363
sniper-l1,cg,6,12,l2-rqsts-demand-data-rd-miss,13824464
sniper-l1,cg,6,12,l2-rqsts-demand-data-rd-hit,48426899
sniper-l1,cg,6,12,l2_rqsts-all-pf,1830854
sniper-l1,cg,6,12,l2_rqsts-pf-hit,230726
sniper-l1,cg,6,12,l2_rqsts-pf-miss,1600128
sniper-l1,cg,6,12,l2-lines-out-useless-pref,1380071
sniper-l1,cg,7,12,instructions,825539848
sniper-l1,cg,7,12,ipc,0.261188831017
sniper-l1,cg,7,12,cycles,3160701186
sniper-l1,cg,7,12,l2-rqsts-demand-data-rd-all,61694008
sniper-l1,cg,7,12,l2-rqsts-demand-data-rd-miss,13715236
sniper-l1,cg,7,12,l2-rqsts-demand-data-rd-hit,47978772
sniper-l1,cg,7,12,l2_rqsts-all-pf,1681226
sniper-l1,cg,7,12,l2_rqsts-pf-hit,233716
sniper-l1,cg,7,12,l2_rqsts-pf-miss,1447510
sniper-l1,cg,7,12,l2-lines-out-useless-pref,1227738
sniper-l1,cg,8,12,instructions,807955050
sniper-l1,cg,8,12,ipc,0.25562525456
sniper-l1,cg,8,12,cycles,3160701204
sniper-l1,cg,8,12,l2-rqsts-demand-data-rd-all,62054384
sniper-l1,cg,8,12,l2-rqsts-demand-data-rd-miss,13792300
sniper-l1,cg,8,12,l2-rqsts-demand-data-rd-hit,48262084
sniper-l1,cg,8,12,l2_rqsts-all-pf,1720742
sniper-l1,cg,8,12,l2_rqsts-pf-hit,216541
sniper-l1,cg,8,12,l2_rqsts-pf-miss,1504201
sniper-l1,cg,8,12,l2-lines-out-useless-pref,1259035
sniper-l1,cg,9,12,instructions,915825457
sniper-l1,cg,9,12,ipc,0.289753895176
sniper-l1,cg,9,12,cycles,3160701106
sniper-l1,cg,9,12,l2-rqsts-demand-data-rd-all,61298195
sniper-l1,cg,9,12,l2-rqsts-demand-data-rd-miss,13630161
sniper-l1,cg,9,12,l2-rqsts-demand-data-rd-hit,47668034
sniper-l1,cg,9,12,l2_rqsts-all-pf,1589837
sniper-l1,cg,9,12,l2_rqsts-pf-hit,246814
sniper-l1,cg,9,12,l2_rqsts-pf-miss,1343023
sniper-l1,cg,9,12,l2-lines-out-useless-pref,1115894
sniper-l1,cg,10,12,instructions,837593281
sniper-l1,cg,10,12,ipc,0.265002364318
sniper-l1,cg,10,12,cycles,3160701162
sniper-l1,cg,10,12,l2-rqsts-demand-data-rd-all,61734358
sniper-l1,cg,10,12,l2-rqsts-demand-data-rd-miss,13742495
sniper-l1,cg,10,12,l2-rqsts-demand-data-rd-hit,47991863
sniper-l1,cg,10,12,l2_rqsts-all-pf,1621968
sniper-l1,cg,10,12,l2_rqsts-pf-hit,233399
sniper-l1,cg,10,12,l2_rqsts-pf-miss,1388569
sniper-l1,cg,10,12,l2-lines-out-useless-pref,1159534
sniper-l1,cg,11,12,instructions,888671985
sniper-l1,cg,11,12,ipc,0.281162928593
sniper-l1,cg,11,12,cycles,3160701126
sniper-l1,cg,11,12,l2-rqsts-demand-data-rd-all,61214742
sniper-l1,cg,11,12,l2-rqsts-demand-data-rd-miss,13601297
sniper-l1,cg,11,12,l2-rqsts-demand-data-rd-hit,47613445
sniper-l1,cg,11,12,l2_rqsts-all-pf,1546042
sniper-l1,cg,11,12,l2_rqsts-pf-hit,234107
sniper-l1,cg,11,12,l2_rqsts-pf-miss,1311935
sniper-l1,cg,11,12,l2-lines-out-useless-pref,1050772
sniper-l1,is,0,1,instructions,4516378212
sniper-l1,is,0,1,ipc,0.706206892344
sniper-l1,is,0,1,cycles,6395262154
sniper-l1,is,0,1,l2-rqsts-demand-data-rd-all,19461349
sniper-l1,is,0,1,l2-rqsts-demand-data-rd-miss,15495272
sniper-l1,is,0,1,l2-rqsts-demand-data-rd-hit,3966077
sniper-l1,is,0,1,l2_rqsts-all-pf,99513351
sniper-l1,is,0,1,l2_rqsts-pf-hit,3148095
sniper-l1,is,0,1,l2_rqsts-pf-miss,96365256
sniper-l1,is,0,1,l2-lines-out-useless-pref,95661699
sniper-l1,is,0,4,instructions,1139634996
sniper-l1,is,0,4,ipc,0.4496316532
sniper-l1,is,0,4,cycles,2534596903
sniper-l1,is,0,4,l2-rqsts-demand-data-rd-all,4969834
sniper-l1,is,0,4,l2-rqsts-demand-data-rd-miss,3417968
sniper-l1,is,0,4,l2-rqsts-demand-data-rd-hit,1551866
sniper-l1,is,0,4,l2_rqsts-all-pf,16718938
sniper-l1,is,0,4,l2_rqsts-pf-hit,1347503
sniper-l1,is,0,4,l2_rqsts-pf-miss,15371435
sniper-l1,is,0,4,l2-lines-out-useless-pref,14676582
sniper-l1,is,1,4,instructions,1167232826
sniper-l1,is,1,4,ipc,0.460520094151
sniper-l1,is,1,4,cycles,2534596949
sniper-l1,is,1,4,l2-rqsts-demand-data-rd-all,4965666
sniper-l1,is,1,4,l2-rqsts-demand-data-rd-miss,3403276
sniper-l1,is,1,4,l2-rqsts-demand-data-rd-hit,1562390
sniper-l1,is,1,4,l2_rqsts-all-pf,16936474
sniper-l1,is,1,4,l2_rqsts-pf-hit,1358158
sniper-l1,is,1,4,l2_rqsts-pf-miss,15578316
sniper-l1,is,1,4,l2-lines-out-useless-pref,14891182
sniper-l1,is,2,4,instructions,1169482925
sniper-l1,is,2,4,ipc,0.461407849668
sniper-l1,is,2,4,cycles,2534596942
sniper-l1,is,2,4,l2-rqsts-demand-data-rd-all,4961582
sniper-l1,is,2,4,l2-rqsts-demand-data-rd-miss,3400867
sniper-l1,is,2,4,l2-rqsts-demand-data-rd-hit,1560715
sniper-l1,is,2,4,l2_rqsts-all-pf,16970097
sniper-l1,is,2,4,l2_rqsts-pf-hit,1355630
sniper-l1,is,2,4,l2_rqsts-pf-miss,15614467
sniper-l1,is,2,4,l2-lines-out-useless-pref,14909545
sniper-l1,is,3,4,instructions,1164491114
sniper-l1,is,3,4,ipc,0.459438379949
sniper-l1,is,3,4,cycles,2534596944
sniper-l1,is,3,4,l2-rqsts-demand-data-rd-all,4963645
sniper-l1,is,3,4,l2-rqsts-demand-data-rd-miss,3394808
sniper-l1,is,3,4,l2-rqsts-demand-data-rd-hit,1568837
sniper-l1,is,3,4,l2_rqsts-all-pf,16761009
sniper-l1,is,3,4,l2_rqsts-pf-hit,1362717
sniper-l1,is,3,4,l2_rqsts-pf-miss,15398292
sniper-l1,is,3,4,l2-lines-out-useless-pref,14683132
sniper-l1,is,0,12,instructions,395788457
sniper-l1,is,0,12,ipc,0.184877506611
sniper-l1,is,0,12,cycles,2140814554
sniper-l1,is,0,12,l2-rqsts-demand-data-rd-all,1682410
sniper-l1,is,0,12,l2-rqsts-demand-data-rd-miss,1165685
sniper-l1,is,0,12,l2-rqsts-demand-data-rd-hit,516725
sniper-l1,is,0,12,l2_rqsts-all-pf,5635913
sniper-l1,is,0,12,l2_rqsts-pf-hit,447862
sniper-l1,is,0,12,l2_rqsts-pf-miss,5188051
sniper-l1,is,0,12,l2-lines-out-useless-pref,3720269
sniper-l1,is,1,12,instructions,424770612
sniper-l1,is,1,12,ipc,0.198415411244
sniper-l1,is,1,12,cycles,2140814613
sniper-l1,is,1,12,l2-rqsts-demand-data-rd-all,1675635
sniper-l1,is,1,12,l2-rqsts-demand-data-rd-miss,1154690
sniper-l1,is,1,12,l2-rqsts-demand-data-rd-hit,520945
sniper-l1,is,1,12,l2_rqsts-all-pf,5828055
sniper-l1,is,1,12,l2_rqsts-pf-hit,450181
sniper-l1,is,1,12,l2_rqsts-pf-miss,5377874
sniper-l1,is,1,12,l2-lines-out-useless-pref,3918817
sniper-l1,is,2,12,instructions,422508312
sniper-l1,is,2,12,ipc,0.197358664825
sniper-l1,is,2,12,cycles,2140814604
sniper-l1,is,2,12,l2-rqsts-demand-data-rd-all,1671433
sniper-l1,is,2,12,l2-rqsts-demand-data-rd-miss,1157679
sniper-l1,is,2,12,l2-rqsts-demand-data-rd-hit,513754
sniper-l1,is,2,12,l2_rqsts-all-pf,5845414
sniper-l1,is,2,12,l2_rqsts-pf-hit,442835
sniper-l1,is,2,12,l2_rqsts-pf-miss,5402579
sniper-l1,is,2,12,l2-lines-out-useless-pref,3988585
sniper-l1,is,3,12,instructions,425052127
sniper-l1,is,3,12,ipc,0.198546910322
sniper-l1,is,3,12,cycles,2140814613
sniper-l1,is,3,12,l2-rqsts-demand-data-rd-all,1674725
sniper-l1,is,3,12,l2-rqsts-demand-data-rd-miss,1158870
sniper-l1,is,3,12,l2-rqsts-demand-data-rd-hit,515855
sniper-l1,is,3,12,l2_rqsts-all-pf,5858128
sniper-l1,is,3,12,l2_rqsts-pf-hit,445923
sniper-l1,is,3,12,l2_rqsts-pf-miss,5412205
sniper-l1,is,3,12,l2-lines-out-useless-pref,3976152
sniper-l1,is,4,12,instructions,428922715
sniper-l1,is,4,12,ipc,0.200354910411
sniper-l1,is,4,12,cycles,2140814588
sniper-l1,is,4,12,l2-rqsts-demand-data-rd-all,1665736
sniper-l1,is,4,12,l2-rqsts-demand-data-rd-miss,1149743
sniper-l1,is,4,12,l2-rqsts-demand-data-rd-hit,515993
sniper-l1,is,4,12,l2_rqsts-all-pf,5711940
sniper-l1,is,4,12,l2_rqsts-pf-hit,446572
sniper-l1,is,4,12,l2_rqsts-pf-miss,5265368
sniper-l1,is,4,12,l2-lines-out-useless-pref,3796977
sniper-l1,is,5,12,instructions,428592095
sniper-l1,is,5,12,ipc,0.200200472391
sniper-l1,is,5,12,cycles,2140814603
sniper-l1,is,5,12,l2-rqsts-demand-data-rd-all,1660814
sniper-l1,is,5,12,l2-rqsts-demand-data-rd-miss,1149360
sniper-l1,is,5,12,l2-rqsts-demand-data-rd-hit,511454
sniper-l1,is,5,12,l2_rqsts-all-pf,5779522
sniper-l1,is,5,12,l2_rqsts-pf-hit,444094
sniper-l1,is,5,12,l2_rqsts-pf-miss,5335428
sniper-l1,is,5,12,l2-lines-out-useless-pref,3903347
sniper-l1,is,6,12,instructions,428771870
