version,app,cpu,threads,metric,value
native-L2,lu,3,8,offcore-response-pf-l2-rfo-any-response,24610261
native-L2,lu,4,8,offcore-response-pf-l2-rfo-any-response,24942656
native-L2,lu,5,8,offcore-response-pf-l2-rfo-any-response,24739002
native-L2,lu,6,8,offcore-response-pf-l2-rfo-any-response,21240487
native-L2,lu,7,8,offcore-response-pf-l2-rfo-any-response,19862881
native-L2,bt,0,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1158262
native-L2,bt,1,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2245602
native-L2,bt,2,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2383909
native-L2,bt,3,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2325939
native-L2,bt,4,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2338295
native-L2,bt,5,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1273346
native-L2,bt,6,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1131336
native-L2,bt,7,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2808687
native-L2,bt,8,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2592536
native-L2,bt,9,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2590863
native-L2,bt,10,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2164421
native-L2,bt,11,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1850648
native-L2,is,0,2,offcore-response-pf-l2-data-rd-any-response,8214436
native-L2,is,1,2,offcore-response-pf-l2-data-rd-any-response,8169672
native-L2,ua,0,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1357029
native-L2,ua,1,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1957975
native-L2,ua,2,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2263063
native-L2,ua,3,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2213528
native-L2,ua,4,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2280947
native-L2,ua,5,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1770169
native-L2,ua,6,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,737645
native-L2,ua,7,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1089624
native-L2,sp,0,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,936301
native-L2,sp,1,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1613867
native-L2,sp,2,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1563361
native-L2,sp,3,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1575931
native-L2,sp,4,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1467751
native-L2,sp,5,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1557818
native-L2,sp,6,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,485960
native-L2,sp,7,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,3041138
native-L2,is,0,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,249445
native-L2,is,1,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,199243
native-L2,is,2,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,256325
native-L2,is,3,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,300234
native-L2,is,4,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,278728
native-L2,is,5,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,279617
native-L2,is,6,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,271098
native-L2,is,7,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,235302
native-L2,is,8,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,320981
native-L2,is,9,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,248033
native-L2,is,10,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,288659
native-L2,is,11,12,offcore-response-pf-l2-rfo-l3-hit-any-snoop,275734
native-L2,sp,0,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,1655926
native-L2,sp,1,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4253570
native-L2,sp,2,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4056167
native-L2,sp,3,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4219335
native-L2,sp,4,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4185680
native-L2,sp,5,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2065426
native-L2,sp,6,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,2289138
native-L2,sp,7,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4751682
native-L2,sp,8,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4468046
native-L2,sp,9,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4466660
native-L2,sp,10,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,4246044
native-L2,sp,11,12,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,3425890
native-L2,bt,0,1,offcore-response-pf-l2-rfo-any-response,90501656
native-L2,bt,0,2,offcore-response-pf-l2-data-rd-any-response,346165320
native-L2,bt,1,2,offcore-response-pf-l2-data-rd-any-response,343941182
native-L2,ep,0,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,615
native-L2,ep,1,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,177
native-L2,ep,2,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,602
native-L2,ep,3,8,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,57
