native-none,ft,W,0,4,l2-rqsts-pf-hit,3590082
native-none,ft,W,1,4,l2-rqsts-pf-hit,3589716
native-none,ft,W,2,4,l2-rqsts-pf-hit,3586790
native-none,ft,W,3,4,l2-rqsts-pf-hit,3588970
native-none,mg,W,0,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,mg,W,1,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,mg,W,2,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,mg,W,3,4,offcore-response-pf-l2-data-rd-l3-hit-any-snoop,0
native-none,ft,W,0,4,offcore-requests-all-data-rd,1118397
native-none,ft,W,1,4,offcore-requests-all-data-rd,1096248
native-none,ft,W,2,4,offcore-requests-all-data-rd,1090101
native-none,ft,W,3,4,offcore-requests-all-data-rd,1087899
native-none,ua,W,0,8,cycles,2384825750
native-none,ua,W,1,8,cycles,2381088768
native-none,ua,W,2,8,cycles,2380906484
native-none,ua,W,3,8,cycles,2380973568
native-none,ua,W,4,8,cycles,2380902879
native-none,ua,W,5,8,cycles,2380800210
native-none,ua,W,6,8,cycles,2639152893
native-none,ua,W,7,8,cycles,2639132676
native-none,ep,W,0,12,l2-rqsts-demand-data-rd-hit,70362
native-none,ep,W,1,12,l2-rqsts-demand-data-rd-hit,33198
native-none,ep,W,2,12,l2-rqsts-demand-data-rd-hit,55263
native-none,ep,W,3,12,l2-rqsts-demand-data-rd-hit,51171
native-none,ep,W,4,12,l2-rqsts-demand-data-rd-hit,51435
native-none,ep,W,5,12,l2-rqsts-demand-data-rd-hit,53557
native-none,ep,W,6,12,l2-rqsts-demand-data-rd-hit,33426
native-none,ep,W,7,12,l2-rqsts-demand-data-rd-hit,26143
native-none,ep,W,8,12,l2-rqsts-demand-data-rd-hit,49850
native-none,ep,W,9,12,l2-rqsts-demand-data-rd-hit,30547
native-none,ep,W,10,12,l2-rqsts-demand-data-rd-hit,33235
native-none,ep,W,11,12,l2-rqsts-demand-data-rd-hit,25640
native-none,lu,W,0,8,cycles,2419498293
native-none,lu,W,1,8,cycles,2416587918
native-none,lu,W,2,8,cycles,2416386289
native-none,lu,W,3,8,cycles,2416404169
native-none,lu,W,4,8,cycles,2416290487
native-none,lu,W,5,8,cycles,2416352591
native-none,lu,W,6,8,cycles,2677182040
native-none,lu,W,7,8,cycles,2677143979
native-none,ep,W,0,8,l2-lines-out-useless-pref,0
native-none,ep,W,1,8,l2-lines-out-useless-pref,0
native-none,ep,W,2,8,l2-lines-out-useless-pref,0
native-none,ep,W,3,8,l2-lines-out-useless-pref,0
native-none,ep,W,4,8,l2-lines-out-useless-pref,0
native-none,ep,W,5,8,l2-lines-out-useless-pref,0
native-none,ep,W,6,8,l2-lines-out-useless-pref,0
native-none,ep,W,7,8,l2-lines-out-useless-pref,0
native-none,sp,W,0,4,l2-lines-out-useless-hwpf,0
native-none,sp,W,1,4,l2-lines-out-useless-hwpf,0
native-none,sp,W,2,4,l2-lines-out-useless-hwpf,0
native-none,sp,W,3,4,l2-lines-out-useless-hwpf,0
native-none,ft,W,0,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,1,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,2,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,3,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,4,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,5,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,6,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,7,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,8,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,9,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,10,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,ft,W,11,12,offcore-response-pf-l2-rfo-l3-hit-hitm-other-core,0
native-none,mg,A,0,4,offcore-requests-demand-data-rd,3427418
native-none,mg,A,1,4,offcore-requests-demand-data-rd,3273247
native-none,mg,A,2,4,offcore-requests-demand-data-rd,3215836
native-none,mg,A,3,4,offcore-requests-demand-data-rd,3264782
native-none,ep,W,0,2,l2-rqsts-pf-hit,1326382
native-none,ep,W,1,2,l2-rqsts-pf-hit,1319193
native-none,cg,A,0,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,1,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,2,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,3,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,4,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,5,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,6,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,cg,A,7,8,offcore-response-pf-l2-data-rd-l3-hit-hitm-other-core,0
native-none,ua,W,0,12,offcore-requests-all-data-rd,1985909
native-none,ua,W,1,12,offcore-requests-all-data-rd,2621201
native-none,ua,W,2,12,offcore-requests-all-data-rd,2744917
native-none,ua,W,3,12,offcore-requests-all-data-rd,2519177
native-none,ua,W,4,12,offcore-requests-all-data-rd,2681644
native-none,ua,W,5,12,offcore-requests-all-data-rd,2673737
native-none,ua,W,6,12,offcore-requests-all-data-rd,2687210
native-none,ua,W,7,12,offcore-requests-all-data-rd,2438150
native-none,ua,W,8,12,offcore-requests-all-data-rd,2429389
native-none,ua,W,9,12,offcore-requests-all-data-rd,2245605
